vsg,vsd,irg
6,5.43E+00,2.17E-03
6,5.44E+00,2.17E-03
6,5.45E+00,2.17E-03
6,5.46E+00,2.17E-03
6,5.47E+00,2.18E-03
6,5.48E+00,2.18E-03
6,5.49E+00,2.18E-03
6,5.50E+00,2.18E-03
6,5.51E+00,2.19E-03
6,5.52E+00,2.19E-03
6,5.53E+00,2.19E-03
6,5.54E+00,2.19E-03
6,5.55E+00,2.20E-03
6,5.56E+00,2.20E-03
6,5.57E+00,2.20E-03
6,5.58E+00,2.20E-03
6,5.59E+00,2.20E-03
6,5.60E+00,2.21E-03
6,5.61E+00,2.21E-03
6,5.62E+00,2.21E-03
6,5.63E+00,2.21E-03
6,5.64E+00,2.21E-03
6,5.65E+00,2.22E-03
6,5.66E+00,2.22E-03
6,5.67E+00,2.22E-03
6,5.68E+00,2.22E-03
6,5.69E+00,2.23E-03
6,5.70E+00,2.23E-03
6,5.71E+00,2.23E-03
6,5.72E+00,2.23E-03
6,5.73E+00,2.23E-03
6,5.74E+00,2.24E-03
6,5.75E+00,2.24E-03
6,5.76E+00,2.24E-03
6,5.77E+00,2.24E-03
6,5.78E+00,2.24E-03
6,5.79E+00,2.25E-03
6,5.80E+00,2.25E-03
6,5.81E+00,2.25E-03
6,5.82E+00,2.25E-03
6,5.83E+00,2.25E-03
6,5.84E+00,2.26E-03
6,5.85E+00,2.26E-03
6,5.86E+00,2.26E-03
6,5.87E+00,2.26E-03
6,5.88E+00,2.26E-03
6,5.89E+00,2.26E-03
6,5.90E+00,2.27E-03
6,5.91E+00,2.27E-03
6,5.92E+00,2.27E-03
6,5.93E+00,2.27E-03
6,5.94E+00,2.27E-03
6,5.95E+00,2.28E-03
6,5.96E+00,2.28E-03
6,5.97E+00,2.28E-03
6,5.98E+00,2.28E-03
6,5.99E+00,2.28E-03
6,6.00E+00,2.28E-03
